hugo_symbol	Model_Score
TTC5	0.9312291
CADPS2	0.9312262
TULP3	0.9312075
DICER1	0.93120277
MAP2K3	0.93118554
ATRX	0.93118423
GRIN2A	0.9311397
SMARCA2	0.93109566
FBXL7	0.9310629
PDGFRB	0.9310566
PDGFRA	0.9310412
NRK	0.93103254
PCDH15	0.9309933
ZFAND1	0.9309824
HGF	0.9309693
CNTNAP2	0.9309684
MUC16	0.9309589
CARD11	0.9309251
NTRK3	0.93092394
CEP89	0.9309218
FRG2C	0.93092096
C2ORF16	0.9309132
PRKD1	0.9308957
ALG5	0.93089175
LMO2	0.930881
SUN3	0.9308421
PLCH1	0.9308279
DICER1	0.93081105
ZEB1	0.93080854
EPHA7	0.9307895
ANK1	0.9307844
DST	0.9307798
SIN3A	0.93076456
RHOBTB3	0.9307472
MUC16	0.9307471
PMS1	0.9307158
HGF	0.93068796
PAN3	0.93068415
ADCY1	0.9306688
EPHA7	0.93065304
TET1	0.93064404
ABL2	0.93061775
RORB	0.93058383
TRPC5	0.9305787
CATSPERE	0.9305737
BAP1	0.9305514
ESRRG	0.93054914
SRPX	0.93052876
STAG2	0.93052626
HECW2	0.9305237
UCHL5	0.9305011
MSH6	0.9304389
SKAP2	0.93043137
ANK3	0.93042934
NIN	0.9303961
KMT2A	0.9303927
RXRG	0.93038505
ASPM	0.9303489
BTK	0.9303197
FAT3	0.9303139
EBF3	0.93031204
BIRC6	0.9303093
NRXN1	0.9302981
CAND1	0.9302507
ATP2B3	0.9302503
ZFHX4	0.9302326
USP8	0.9302131
SMURF1	0.93020827
TMEM132D	0.9302014
HGF	0.93017566
HGF	0.93016315
ZFHX3	0.93015826
DCUN1D4	0.9301229
GALNT3	0.9301052
PDCD1LG2	0.9300796
SERGEF	0.9300611
RSBN1	0.930032
BCL3	0.9299884
THRA	0.9299804
EYA1	0.92993844
PMS1	0.92991066
SLC8A1	0.9299025
RUNX1T1	0.9298659
ATRNL1	0.92985547
SETBP1	0.9298193
EXT2	0.92981774
ZBTB25	0.92979777
ANK1	0.92975765
FANCE	0.92974514
ITPR3	0.9297048
PRRC1	0.9297018
MDH1B	0.92963374
SP140	0.9296271
PSMC1	0.92962396
ZAP70	0.92956376
ZNF708	0.92955947
AFF2	0.92953485
GMDS	0.92952526
BCORL1	0.9295133
CDH11	0.92948204
SP3	0.92947847
TRPC4	0.92946875
SVEP1	0.9294636
LRRTM4	0.9294522
CNTNAP2	0.9294493
TTN	0.92940414
LRP1B	0.9293995
FAM47C	0.9293686
EDIL3	0.9293559
SP3	0.9293463
SACS	0.9293417
SETBP1	0.9293388
APC	0.92933404
EXT2	0.9293291
CBFA2T3	0.92932355
APOBEC4	0.9293149
ROS1	0.9293093
COL2A1	0.92925906
ZNF804A	0.92925644
PLEKHG7	0.92922115
CSF3R	0.929215
RYR2	0.92920643
EPHA7	0.92918396
TNFAIP3	0.92917705
PLPP4	0.9291558
NEDD4L	0.9291432
UBR5	0.929139
BATF2	0.9291093
ANK1	0.92909
ZFHX4	0.9290851
ARL13B	0.9290552
ZNF479	0.92900604
SERPINB11	0.9289931
ASPM	0.92893374
MUC16	0.9289243
FIGN	0.92890656
JAK3	0.9288866
USP32	0.92887753
KIAA1549	0.928854
NRG1	0.92884946
PTPRK	0.92883444
CTNND2	0.92881984
ZBTB20	0.9288161
CNTNAP2	0.9287827
NTNG1	0.92878085
MN1	0.92877764
PRPF40B	0.9287564
AASS	0.9287395
SLC5A7	0.92873466
TLX3	0.9287315
TNR	0.9287298
SLC9A3	0.92872894
EPHA3	0.9286981
WRN	0.9286891
A1CF	0.9286875
BMP5	0.92866397
SEMA3A	0.92866004
CDH18	0.9286317
INSYN1	0.92856526
SYNE1	0.92853475
CCDC6	0.9284936
FLT3	0.9284518
SSU72	0.92842555
RAG1	0.9284091
FRMPD3	0.9283918
TPI1	0.9283455
BCL6	0.928344
ZEB1	0.9283409
MB21D2	0.9283084
HHIPL2	0.9282979
MAGEC3	0.9282925
CDH22	0.9282783
PLRG1	0.928271
ATL1	0.92826694
RTCB	0.92824864
RPL5	0.9282427
SLC25A32	0.92821157
SF1	0.9282098
MYO1E	0.92820543
DCLK1	0.9281951
MB21D2	0.92818856
ATXN3	0.92817855
LRP1B	0.92816293
OSBPL3	0.92814255
MAGEC3	0.928132
DICER1	0.9280658
FZD6	0.92804575
FH	0.92802703
ASB5	0.9280256
EYA1	0.928007
ALK	0.9280029
CDK18	0.92799085
ZEB1	0.9279896
CFAP44	0.92797875
DDR2	0.92795545
BRIP1	0.9279219
MUC16	0.9279047
OR2L13	0.9278921
FAM47B	0.9278885
ASPM	0.9278392
CDH10	0.92782
FAT1	0.927817
FLI1	0.9278013
EXT2	0.9278005
ZC3H12B	0.9277966
KIAA1210	0.9277926
PAPPA2	0.92778164
ATR	0.9277781
ARHGAP4	0.9277759
CHUK	0.9277579
HECW2	0.92775255
ZNF142	0.9277327
SLC9A2	0.9277313
STK40	0.9276823
HGF	0.9276791
CACNA2D1	0.92766744
UGT2B28	0.92766213
PLEKHG5	0.9276308
ERG	0.92763007
HGF	0.9276223
PTPRD	0.9276157
FMO1	0.9275955
PPP2R1A	0.9275948
LIFR	0.92755556
C7	0.9275299
GALNT17	0.92745644
SGK1	0.9274562
NIN	0.92744106
ZFAND1	0.92739075
GPC6	0.92735773
ALOX15B	0.9273519
CNTNAP2	0.92734957
KMT2C	0.9273392
PHOX2A	0.92730224
EXT2	0.92727166
SATL1	0.9272197
CTNND2	0.9272181
SETBP1	0.9271833
AGPAT4	0.9271574
SLC23A2	0.9271403
FGD1	0.92713803
LRP1B	0.92712325
CDK4	0.9271157
ABCA12	0.9271021
POLE	0.92707026
BRCA2	0.92698675
PIK3R1	0.9269681
TLX3	0.9269589
MUC16	0.92694175
CDH10	0.9269275
KMT2C	0.9269213
CDH17	0.9269105
RUNX1T1	0.9268928
TSHZ3	0.9268638
SLC8B1	0.92685044
NOTCH1	0.9268429
PLCG1	0.92682314
PTCH1	0.9268137
TERT	0.92680866
PLPPR5	0.92679864
NSD2	0.9267961
SPEN	0.9267892
RP1L1	0.92676425
CARD11	0.9267354
AMER3	0.92672664
SETD2	0.926705
ANK1	0.92670107
UCP3	0.9266956
ZC3H13	0.9266706
PHRF1	0.9266504
ZNF479	0.92661965
BRIP1	0.9266009
BRCA2	0.92655927
BCLAF1	0.92654616
EGFLAM	0.9265457
CSMD3	0.9265352
KCNS2	0.92653465
MUC16	0.9265209
ADAMTS3	0.9265197
PHLDA1	0.926507
NTRK3	0.92638075
CNTNAP2	0.92634827
SLC8A2	0.9262937
CSMD3	0.92626673
PDCD1LG2	0.9262552
MUC16	0.9262423
CTNNA2	0.92622775
HPCA	0.92617834
NBEA	0.9261683
BUB1B	0.92616767
ZNF14	0.92616343
AFF3	0.92616165
PLEC	0.9261398
MUC16	0.92610174
SENP2	0.92607534
TNC	0.9260726
GPATCH8	0.92605776
DCAF12L2	0.926052
SPATA31D1	0.92601526
COX16	0.9260085
CTNND2	0.9260022
LPCAT1	0.9259658
MUC16	0.92596114
DRD5	0.92594385
ZFHX3	0.92591417
GUCY1A2	0.92590696
NTRK3	0.92587966
EXT2	0.92586595
ASPM	0.92581546
ARHGAP22	0.92581135
CNTNAP2	0.92578393
SASH3	0.925773
PCDH19	0.92573315
LATS2	0.9257276
RNMT	0.9257107
PDGFRA	0.92569363
RASGRP2	0.92569125
SRP54	0.9256737
EXT2	0.9256369
FANCE	0.9256272
CDH10	0.92561394
FANCE	0.9256051
MAPK1	0.9255986
ATR	0.925592
WT1	0.92558444
MUC16	0.92557657
ASPM	0.92557544
CSMD3	0.92556304
NRG1	0.9255527
MUC16	0.9254935
MPO	0.92548347
PAX7	0.9254221
SOS1	0.92541856
GRIN2A	0.9253813
CSPG4	0.925342
BUB1B	0.92532355
EXT2	0.92531186
HDAC9	0.9253101
N4BP2	0.925287
FOXO4	0.925281
PRKD1	0.9252727
STRN	0.9252699
RUNX1	0.92525166
SS18	0.92525065
MGAT5B	0.9251987
SH3RF1	0.9251886
OTUD7A	0.92517555
ATP2B3	0.9251569
GNAQ	0.9251432
ATRX	0.9251393
LRP1B	0.9251372
LGI2	0.9251279
RPL5	0.9251009
KIF1A	0.92508984
PCDHGB2	0.9250627
IRS4	0.9250136
TANC2	0.9249977
HTT	0.92499197
TAF5	0.9249907
NIN	0.92497396
ZNF521	0.92490304
UBA6	0.92486084
SLC5A11	0.92483234
MATN3	0.9247939
COL3A1	0.9247395
BCL3	0.92473334
GPC6	0.9247173
RFWD3	0.92471546
MTIF2	0.9247
ADCY1	0.92468315
BIRC6	0.9246784
DYSF	0.9246592
LRP1B	0.9246503
ELL	0.92462873
ECT2L	0.92459875
ANK1	0.9245962
TFPT	0.9245883
ISL1	0.9245882
PALB2	0.92454594
FRMD4A	0.9245459
IRS4	0.92452437
TET1	0.9245053
VPS53	0.9244928
ZNF521	0.9244672
CASZ1	0.9244416
CAPN10	0.9244203
NTRK3	0.9244197
VWF	0.9243909
C9ORF131	0.92438805
LRP1B	0.9243794
ASPM	0.9243784
EPHA7	0.92434764
AHNAK	0.92434704
BMT2	0.9243452
GRIN2A	0.92432034
GCLC	0.924284
MYH7	0.92426926
A1CF	0.92426574
COL5A2	0.92426133
PLAG1	0.9242052
BIRC6	0.92420214
UGT1A1	0.92418045
REXO1	0.92414993
ROBO2	0.9241495
PLCG1	0.92411005
ZNF521	0.9241081
FAM47C	0.9240987
E2F1	0.92407864
LARP4B	0.92403257
CDHR1	0.9239879
SS18	0.92398447
NTRK3	0.92398256
GPC4	0.9239498
IRS4	0.9239482
CSMD1	0.9239451
ZNF479	0.92393804
MPP6	0.92383003
MUC16	0.92382807
TAOK2	0.92381305
NUDT12	0.92374295
MEF2C	0.92371166
TECTA	0.9236945
FAT3	0.92365605
GPI	0.9236508
RDX	0.92364734
CACNA1B	0.9236436
FAM135B	0.9236379
GRIN2A	0.9236266
ACBD5	0.92361176
CNTNAP2	0.9235987
ZNF254	0.9235768
AMMECR1	0.92353714
BMP5	0.92353225
ATRX	0.9235067
KLHL20	0.9234981
NDRG2	0.9234913
RRM2	0.9234662
MSH2	0.9234488
BMP4	0.92344457
ABCA5	0.9234387
ATP1A1	0.92341626
LEF1	0.92341447
LRP1B	0.9233998
HAL	0.9233973
VAV1	0.9233638
SETD2	0.9233522
PPP2R1A	0.9233366
LAMA4	0.92329824
ASIC2	0.9232818
MYO5A	0.9232372
ARHGAP21	0.923227
CSMD3	0.9232188
CADPS	0.9232064
NRG1	0.9231927
MUC16	0.9231901
ONECUT2	0.923185
TEAD3	0.9231817
LRPPRC	0.9231605
KCNH1	0.9230933
IDH1	0.9230817
CCDC34	0.9230395
SETDB1	0.9230216
ANK1	0.9230208
ABCA9	0.923012
PTPRC	0.9229819
MUC16	0.9229686
GRIN2A	0.9229423
TATDN1	0.922939
GLRA3	0.92284644
PDCD4	0.92283785
ATR	0.92283165
NCKIPSD	0.922828
BAX	0.92282283
CDC42BPA	0.9227823
RIPK2	0.92278117
ERG	0.92278016
SOS1	0.9227487
KIF21B	0.9227393
ZNF536	0.9227127
ABCA5	0.92271
NOTCH1	0.92270494
LRIG3	0.922679
HIP1	0.92265934
ZFHX3	0.9226471
TXNDC9	0.92264557
ZNF479	0.9226212
TOP1	0.9226008
TPR	0.9225511
TSHZ2	0.922508
PLCG1	0.9224987
GNAS	0.92249215
A2M	0.92247105
PTPN11	0.92246246
BLZF1	0.92245376
ATRX	0.92242914
ZNF254	0.9224242
TATDN1	0.92241764
ALK	0.92241067
CRTC3	0.92238647
CSMD3	0.9223666
HNRNPR	0.922341
AKAP4	0.92233443
ROS1	0.92232585
SLC5A1	0.92230123
ASPM	0.9222942
ZEB1	0.922273
CASP3	0.9222715
COL9A1	0.9222661
FOXA1	0.92226404
SVEP1	0.9221828
C9	0.9221752
POLQ	0.922145
PDGFRB	0.92213607
KCMF1	0.92212933
KCNJ5	0.922123
GABRA3	0.92211217
RDH12	0.92208743
PIK3R1	0.92204934
FAM135B	0.9220262
ADGRL4	0.9220255
ANK2	0.9220084
SVEP1	0.922008
ALK	0.92200035
ATL1	0.92198426
GRB10	0.9219832
ANO2	0.92194986
ACP3	0.921949
SCN4A	0.9219436
QDPR	0.9219419
SIRPA	0.92191714
ERG	0.9218483
CLASP2	0.9218166
TMEM94	0.9217835
POLR3B	0.9217627
INPP5J	0.9217405
LARP4B	0.92168605
ZNF208	0.9216675
MUC16	0.9216655
DGKD	0.92164576
SAR1B	0.9216433
PIK3R1	0.92164135
LRP1B	0.9216223
ACP3	0.92160213
CSMD3	0.9215864
NTNG1	0.9215364
SWT1	0.92150474
MUC16	0.9215018
LRP1B	0.921479
LRP1B	0.921476
FCRL2	0.921473
PLEC	0.9214712
UBE2W	0.92145705
TSHR	0.92145705
RGS7	0.92145383
AHNAK2	0.9214287
ATP10B	0.92141914
BUB1B	0.92139447
HDAC9	0.9213341
KMT2D	0.9213138
GREB1	0.921214
CUBN	0.92120874
PARD3B	0.92119193
LILRB1	0.92117536
PKHD1L1	0.9211736
TATDN1	0.92117095
TMEM30A	0.9211564
CSF3R	0.9211502
MMRN1	0.92114174
FOXP1	0.9211413
ABHD17B	0.9211302
LZTR1	0.9211154
FAM135B	0.9210694
PCDHA5	0.92104834
ATRX	0.9210373
CUL3	0.9210318
MIOS	0.92102104
CSMD3	0.9210068
PRKCD	0.9210041
TSHZ2	0.9209595
TET1	0.9209559
STOML3	0.92090696
COL15A1	0.9209055
GRIN2A	0.92089015
KLK8	0.9208659
MUC16	0.92085624
CREBBP	0.9208502
AAAS	0.92084605
GABRB3	0.9208168
GALNT6	0.92081296
ROBO2	0.9207782
RITA1	0.9207498
MALT1	0.92074347
UBE3A	0.9207408
AQP10	0.92072207
STXBP5L	0.92071056
EML4	0.92069334
DAB2	0.92067957
CNTNAP5	0.9206457
TM4SF1	0.92062616
CR1	0.9206176
SYNE1	0.9206171
P2RX7	0.92061377
GRIN2A	0.92060626
TRAPPC6A	0.92060566
DLGAP2	0.920569
PIK3CB	0.9205661
RBM10	0.9205655
PKHD1L1	0.92055476
ZEB1	0.9205411
MUC16	0.920529
SOS1	0.920499
NALCN	0.92047954
FAM47A	0.92045605
MUC16	0.92043704
PDE4DIP	0.9204365
HIP1	0.9204253
NR4A3	0.92040706
PDCD1LG2	0.92038167
SLC9C1	0.9203732
SLC7A13	0.9203346
MYH1	0.92032474
KMT2D	0.92031956
STAU1	0.92030984
IL21R	0.9202654
LEF1	0.92025435
SCN2A	0.92025155
CDH11	0.92023444
OSBPL5	0.9202329
MUC16	0.9202274
TSC22D1	0.92021686
KIAA2026	0.92021424
LRP1B	0.9201946
SLC39A10	0.92015815
PPM1D	0.9201152
KAT6A	0.92008454
CSMD3	0.9200465
ZRANB3	0.91997814
PAX5	0.91997224
GCN1	0.9199308
EXT2	0.9199216
HGF	0.91989547
LRRTM4	0.9198916
PDZD8	0.9198817
RGS7BP	0.9198468
SLC14A2	0.9198269
GPI	0.9198227
SNAI2	0.9198186
SRCIN1	0.9198146
ZEB1	0.91981393
IGSF3	0.91981024
NHLRC1	0.91979796
SPEN	0.9197834
NCKAP1	0.9197722
ATP23	0.91976905
AMER1	0.91976786
ERG	0.91976386
TLX3	0.9197461
PIK3C3	0.91973567
LRP1B	0.91971695
FOXD3	0.91970295
SHCBP1L	0.91965693
KAT6A	0.9196246
PTPRD	0.9196111
SLC8A1	0.91959155
ANO10	0.919558
GATAD2B	0.919533
NCOA2	0.9195111
KCND3	0.91950065
FH	0.9194966
BIRC3	0.919408
CDH10	0.91939807
PLEKHG2	0.91938865
TTLL7	0.9193436
ANK1	0.9193374
ACVR2A	0.9193326
ZEB1	0.9193132
NAPEPLD	0.9192858
FER	0.91928494
TSPAN14	0.9192727
TFE3	0.91926414
CHD2	0.91923594
PNMA5	0.91923004
RPS15	0.9192184
MCF2	0.9191927
HPDL	0.91917676
SETBP1	0.91915804
CNTN6	0.919132
DISP3	0.9191258
GALNT1	0.9190763
POTEF	0.9190676
SKAP2	0.9190643
CELF5	0.9190292
RNF213	0.9190269
EPHA3	0.91901946
MTMR8	0.91900426
CTTNBP2	0.9189507
PCDHGB2	0.91889954
CANT1	0.9188838
COL5A1	0.9188766
PHIP	0.91884524
APC	0.91882193
AQR	0.9187967
ZNF175	0.91879576
ASPM	0.91879106
PLP2	0.91877997
ROS1	0.9187696
PRKD1	0.9187022
FANCD2	0.91870004
BNC1	0.91869926
LRTM2	0.9186678
NSD1	0.9186645
CEBPZ	0.9186045
ABL2	0.91857815
BCOR	0.91857797
PIK3R1	0.9185547
PRKD1	0.9185085
ZEB1	0.9184968
PTPN13	0.9184941
ACKR1	0.9184634
KDR	0.91845196
DNMT3A	0.91843736
CSMD3	0.9184317
OR52N5	0.9184082
ADAMTS3	0.9183954
BRIP1	0.9183601
NANS	0.91835684
GGT5	0.91834533
GLI1	0.91833234
N4BP2	0.91833115
ASB5	0.91831976
PIKFYVE	0.9183092
NOTCH1	0.91830224
IDH1	0.91828865
TAOK1	0.91826487
RGS7BP	0.9182602
CCDC6	0.9182236
FH	0.91819763
UBR5	0.91818583
PTPRT	0.9181857
STAG2	0.91816735
VCAN	0.9181606
DMRT3	0.9181521
MYH11	0.91814744
CSMD3	0.9181195
GABRG3	0.9180992
ASPSCR1	0.91805726
RERGL	0.9180509
CNBD1	0.91803265
TSC2	0.9180074
RSPO3	0.91799915
DCC	0.9179955
DGKI	0.91799337
ARFGEF1	0.91795474
FAT3	0.91795015
NOTCH1	0.91793513
ADAMTS2	0.91793454
ZFAND1	0.91790736
SETD1A	0.91790605
TLX3	0.9179013
GRIN2A	0.9178789
WNT10B	0.9178321
TFPT	0.91783017
GFPT1	0.917809
NCOR1	0.91779804
TFPT	0.9177968
SKAP2	0.9177945
NEK3	0.9177888
DROSHA	0.91777414
MIA2	0.9177673
PIKFYVE	0.9177536
PLCB4	0.9177495
PIK3CB	0.9177442
FBXW7	0.9177214
NCOR1	0.9177214
ARMH3	0.9177214
RNF43	0.9177155
ZNF282	0.91770566
SIX2	0.91768706
DNMT3B	0.91767526
EPHA7	0.91760737
BCL9	0.9175863
CACNA1G	0.917574
ZPLD1	0.9175692
CNTRL	0.91755354
TET1	0.91754186
SMARCA1	0.9175415
PTPRB	0.9175184
MDN1	0.9175173
RNASE10	0.9175064
BIRC3	0.9174934
DPYD	0.91747737
KCNH1	0.9174751
USP4	0.91747206
SKAP2	0.91746837
DCAF12L2	0.9174112
RSPO3	0.9173974
DHX58	0.9173872
FANCE	0.9173368
NTRK3	0.9173137
CACNA1E	0.9172882
ZNF479	0.9172869
PIK3R1	0.9172654
PAQR9	0.9172515
MPHOSPH6	0.91724724
COL5A1	0.9172461
MCPH1	0.9172336
NALCN	0.9172327
MUC16	0.917206
FNIP1	0.91719747
PEG3	0.9171904
PSEN2	0.9171791
DPP8	0.9171785
BCL9L	0.9171747
WDR93	0.91716003
TRPS1	0.91715825
DSC2	0.9171406
WNK2	0.9171351
SENP7	0.9171212
FAT3	0.91711473
EYA4	0.9171022
ZDHHC15	0.91704816
SPOP	0.91704386
TMTC4	0.91703
C15ORF39	0.9169993
ANK1	0.91697514
DCC	0.9169731
PPIP5K2	0.9168964
NCALD	0.9168831
GLA	0.9168246
MTOR	0.91680986
ANKRD30A	0.91680825
PSMD12	0.91680175
RANBP3L	0.91679794
MRTFA	0.91679335
RIMKLB	0.9167897
EYA1	0.91677654
CHD1	0.9167707
ROBO2	0.9167367
BCORL1	0.91670924
FBXL3	0.91670847
CPS1	0.9166947
ASPM	0.91663
GMEB2	0.91661334
NALCN	0.9165469
MUC4	0.9165395
EPHA3	0.9165341
SYT7	0.91652054
DENND6A	0.9165197
ALK	0.91651416
CRLF2	0.9164824
PFKP	0.9164729
PRRG1	0.916421
STRN	0.91639465
TGM5	0.9163899
KRTAP27-1	0.9163717
ASPSCR1	0.91636574
BAZ1A	0.916354
ARNT	0.91635334
BCL6	0.9163307
RALGDS	0.9163289
MTREX	0.9163122
FAT1	0.9163032
MUC16	0.9162828
CDH18	0.91625494
MUC16	0.9162463
POLQ	0.9162407
VIPAS39	0.9161555
PLEC	0.9161484
FOXL2	0.91612685
MYO5A	0.9161165
MUC16	0.9161122
SLC24A2	0.91610974
ATRX	0.9161005
MUC7	0.91609305
EXT2	0.916087
ZMIZ1	0.9160228
CSMD3	0.9160216
DCAF12L2	0.91599894
TFPT	0.91598946
SOX5	0.915911
UGT2A1	0.9158276
AMER1	0.9158228
KCNA5	0.91581935
FBLN7	0.91579074
KCND2	0.91578496
EPHA3	0.9157842
ATRX	0.91576153
PTPRD	0.9157578
SLC4A10	0.91572726
AFDN	0.9157212
CUL7	0.9157111
FAT3	0.9157069
U2SURP	0.9156885
LRP1B	0.91565704
CCDC42	0.9156298
LRP1B	0.9156053
EPHA7	0.9155919
PDCD1LG2	0.9155816
CNTNAP5	0.91557425
AASS	0.91553557
FANCD2	0.915495
CSMD3	0.915485
CSMD3	0.9154806
SOX7	0.9154482
MCRS1	0.915428
ARHGAP21	0.9153966
PLOD2	0.9153822
PTGS1	0.91536885
RASSF1	0.9153522
MTOR	0.9153461
NRG1	0.91534525
RAD1	0.9153294
ACAA1	0.9153058
IGF2BP2	0.91529685
KCNS2	0.91526055
NUP214	0.9152539
CCDC6	0.9152327
SLC8A3	0.91522616
CARD11	0.9152161
DSG1	0.91521525
CNTN5	0.91521496
MUC16	0.91520864
SRGAP3	0.915207
EXT2	0.9152005
GABRB1	0.9151954
NCL	0.9151866
C7	0.9151826
ARL8B	0.9151781
ADORA2A	0.91517305
ITPR3	0.9151683
PTPRD	0.9151622
SERPINA12	0.9151454
LRP1B	0.9151406
ATP2B3	0.91511905
DRGX	0.91506726
PTPRD	0.9150449
CSMD3	0.9150425
PTPN13	0.91504234
PABPC3	0.91502696
MUC16	0.9150266
CNTNAP5	0.9150063
SSBP3	0.91498846
NPRL2	0.91497767
SLITRK1	0.9149555
MLLT3	0.91494
ATL1	0.91489756
BCL6	0.91487336
ZFAND1	0.91487193
EXT2	0.914831
RPN2	0.9148061
SMR3A	0.9148056
BARD1	0.91480243
NBEA	0.914799
HGF	0.9147917
ZNF780B	0.91478664
HGF	0.91478133
STAB1	0.9147694
ECT2L	0.9147335
MIB1	0.9147301
PCDHB12	0.9147287
HOXA13	0.91472787
MAP3K1	0.91470677
ERBB4	0.914688
VPS35	0.91467446
CSNK1G3	0.9146407
PLPP4	0.9145756
PLCL2	0.9145516
CAND1	0.91448313
PRKD1	0.9144794
DTNA	0.91445965
PCDHAC1	0.9144193
PRKD1	0.9144146
VCAM1	0.91440576
S1PR3	0.9143423
SETBP1	0.9143348
ZPLD1	0.9143227
MUC16	0.9143157
PTCH1	0.9143119
RECQL4	0.914284
QARS1	0.9142833
ATRX	0.91427356
SETDB1	0.91423494
PPFIBP1	0.9142336
HERC1	0.914226
U2SURP	0.9142181
CACNA1D	0.914187
TYW3	0.91406685
GANAB	0.9140501
GRIK4	0.914036
ERBB3	0.9140329
RAP1A	0.9140329
PDE4DIP	0.9140319
ERG	0.9140225
MUC16	0.9140193
EHBP1	0.9140154
BAG6	0.9140135
SLC34A1	0.91397893
ZNF267	0.9139769
EXT2	0.913969
CSMD3	0.9139631
COL3A1	0.91395843
CAMTA1	0.91394633
PRKCA	0.9139231
B4GALT2	0.91391325
TSHZ2	0.9139097
ATP6V1H	0.91388494
TTK	0.913882
LONRF1	0.9138681
SCAMP2	0.9138308
CHD4	0.91380954
TLX3	0.91375834
STS	0.9137249
UBR5	0.9137165
FAT1	0.9137118
FBXO30	0.9137099
TATDN1	0.9137007
FAM47A	0.9136449
CSMD3	0.9136413
CSMD3	0.9136323
HOXB13	0.913631
LDB3	0.9136162
CDK12	0.9136138
ADCY8	0.91360414
SUSD1	0.9135929
NIN	0.9135742
MKI67	0.91356725
SNTG1	0.9135351
CRNKL1	0.913527
RHOT1	0.9135259
KRCC1	0.91352195
CDH10	0.9135139
RASGRP3	0.9135128
CSMD3	0.91350365
FOXP1	0.9134955
CEBPZ	0.9134681
KIF21A	0.91344357
NAV3	0.9134326
GRIN2A	0.91341966
ESRRG	0.9134035
DPYSL3	0.9133977
COL1A1	0.9133633
PDGFRA	0.91334176
FLNA	0.91329515
BRIP1	0.91325676
STAG2	0.91324127
PREPL	0.913234
MUC16	0.9132309
PLEC	0.91322505
CNTNAP2	0.91321176
H2AC16	0.91318774
OGT	0.9131083
MUC16	0.91310316
MEIS1	0.91303
RYR2	0.9130023
RFFL	0.91299856
PREPL	0.9129804
ANK1	0.9129789
ZBTB18	0.91296625
FBLN2	0.9129619
LRP1B	0.9129557
ADCY1	0.9129525
ITIH4	0.9129327
DSCAM	0.91291255
DROSHA	0.9129119
TBX3	0.91291046
UBXN4	0.9129048
PLB1	0.9128754
PIK3R1	0.9128202
GRM1	0.91279525
GNAQ	0.91276395
MAP3K12	0.9127484
AMER1	0.9127268
LEF1	0.91272455
SLC46A2	0.91271865
EHF	0.9127152
PTPRD	0.9127013
SEMA5A	0.9126607
TFE3	0.9126599
CRB1	0.91261137
TARBP1	0.9126013
SETBP1	0.9125975
MN1	0.91259027
DOCK9	0.9125373
KDM5C	0.91246855
PIK3R1	0.91244984
CDH10	0.9124476
PTPRD	0.9124385
ALK	0.91240835
CPN1	0.91239464
DNAJC28	0.9123906
CALB2	0.9123468
WDR38	0.91233516
DSCAM	0.9123088
ADAM33	0.9122815
SCN2A	0.91227984
CREBBP	0.9122701
KDM5C	0.91225
RPL5	0.91221476
MUC16	0.9122112
ASXL2	0.91220856
ZNF521	0.9121886
MAT2B	0.9121778
CDH10	0.9121746
SACS	0.9121655
COL1A2	0.9121521
ZIC4	0.912127
UHRF2	0.91209984
RNF111	0.91207665
GRIN2A	0.91207105
TLX3	0.91206676
OR5AS1	0.91206235
HSPH1	0.91204566
MUC16	0.9120387
KCNA4	0.91203785
HGF	0.91202605
ALK	0.9120206
MUC16	0.91201264
MTOR	0.9120048
DSCAM	0.9119865
SOS1	0.9119732
GHR	0.91195524
RAF1	0.9119319
PRRG1	0.91192913
RBM19	0.91191095
DCHS1	0.9118765
SMAD3	0.91187567
PLEKHG2	0.9118457
LYST	0.91183925
ARHGEF10	0.9118344
KLHL34	0.9118342
ASPM	0.91181356
GATAD2B	0.9117911
KIF6	0.9117561
ARHGAP21	0.91169643
ZNF521	0.9116369
TLX3	0.9116319
ZFAND1	0.9116138
RB1CC1	0.9115955
CHD4	0.9115886
FAT1	0.91154796
BICC1	0.9115018
TIMD4	0.9114975
KIF5B	0.91149163
PTPRT	0.9114733
SELE	0.91146934
PCDH10	0.9114449
RAD21	0.911428
MYCN	0.9114257
PAGE5	0.91142327
JAK1	0.91141945
EPHA7	0.9113773
CSMD3	0.9113611
TNK2	0.9113573
FAT3	0.9112947
DISP3	0.9112928
ANO2	0.91128236
PCDH18	0.91127086
IFNA7	0.91125226
VPS18	0.911237
ACTR1A	0.9112101
MUC16	0.91118073
PTPN11	0.91114616
GAA	0.91112244
RHBDL1	0.91111517
ALK	0.91111195
RTTN	0.9111006
MYO3A	0.91109467
CIC	0.9110571
ALK	0.91102624
MYO1C	0.91096765
NIN	0.9109664
KMT2D	0.9109489
FAM47C	0.9109484
RGS7	0.91094536
KMT2C	0.9109064
CHRNB2	0.91089755
USP45	0.9108937
RAD51AP2	0.9108858
SMC3	0.91088355
MST1R	0.9108781
FOXA3	0.91085523
MOXD1	0.91079515
BUB1B	0.910791
ALK	0.9107639
PPP2R1A	0.91075146
NR4A3	0.9107486
RNF213	0.91074294
ARHGAP21	0.9107381
GRIK4	0.9107307
PDE3B	0.91072536
ATAD2	0.91072094
NTRK3	0.9106773
DUSP6	0.9106499
PRRG1	0.910617
CDK6	0.9105755
EEF2	0.91057456
